id,name,company_id,amount,status,created_at,paid_at,acciones
5d32b1c558012a0f390399224534818345bad85e,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,voided,2019-03-29,null,paid_at_no_pagado; 
ce76ed950b08b4e961acb2eeffc376dbfe81b0dc,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,pending_payment,2019-01-19,null,paid_at_no_pagado; 
8d6740918f4a85c97d0a0f3ccc230b334f03b1bb,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,pending_payment,2019-01-08,null,paid_at_no_pagado; 
c405be63be3d403367c75d8fffe7f2b7af5ec7a8,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,45.45,voided,2019-04-19,null,paid_at_no_pagado; 
e20ece5491ad8bed05ee493695effdbd2d9bbc0c,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,pending_payment,2019-05-06,null,paid_at_no_pagado; 
cf423765e697dc76db7a83c5f8c662db173a6a90,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,pending_payment,2019-05-07,null,paid_at_no_pagado; 
d8adee96d69d2bed02aea4979308cbb2ec22de35,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,21.19,voided,2019-04-27,null,paid_at_no_pagado; 
cb4a353c639f8420ffcf4ca3ffef9e762c05c61a,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,64.94,voided,2019-04-10,null,paid_at_no_pagado; 
fad60593a7740258320c1b74e8987e381ca8092b,Muebles chidos,8f642dc67fccf861548dfe1c761ce22f795e91f0,30594.0,pending_payment,2019-02-23,null,paid_at_no_pagado; 
9a1b13d4b8a22f062655ece10efa10fb97fd4534,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,34.55,voided,2019-03-02,null,paid_at_no_pagado; 
7de1987f72327f51faa38e956902175c62892578,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,pending_payment,2019-04-10,null,paid_at_no_pagado; 
399950097854cd0aa26af3959fd4c099ddac73b5,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,pending_payment,2019-05-03,null,paid_at_no_pagado; 
6b77d36f2ebd5e53a76195c6c1678a5027022f9d,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,pending_payment,2019-02-01,null,company_id_imputado; paid_at_no_pagado; 
c634f6af7607ca49fe8d17a6801fba0303bdffae,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,200.1,voided,2019-04-28,null,paid_at_no_pagado; 
cef2a81ab778998d6052ce4682cfce9b3890acfd,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,voided,2019-03-07,null,paid_at_no_pagado; 
65470ec916e8d952eccd9516bcf8a166cf3a280f,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,pending_payment,2019-05-20,null,paid_at_no_pagado; 
0564a9f933ae4196ba638b0126d4ef6d,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,66.16,pending_payment,2019-03-14,null,id_nulo; uuid_generado; paid_at_no_pagado; 
9ef819da3929e5e708a3815cfe24bf779ff5c1b0,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,94.45,pending_payment,2019-05-01,null,paid_at_no_pagado; 
ab06c7a334273183dc55c978e503d944c3bec1ff,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,42.87,pending_payment,2019-01-03,null,paid_at_no_pagado; 
407ab5065dcd092427d0c779b6f60509e7479f55,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,54.1,pending_payment,2019-03-31,null,paid_at_no_pagado; 
74f6256a5b1693a29ae1fcf9384971f3ebb18c2e,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,voided,2019-04-05,null,paid_at_no_pagado; 
3794e7ece9cb0548d4b7afdb57a679c35b24aafa,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,85.04,pending_payment,2019-02-01,null,paid_at_no_pagado; 
11169d6fd6859ed65af5dab5b4d2c4faff3ad3c9,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,182.4,pending_payment,2019-04-27,null,paid_at_no_pagado; 
42b037929a65fe5f2c3e3b2af0dbb52b222a5e5d,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,voided,2019-02-22,null,paid_at_no_pagado; 
a83e6bd0aca4c8c4e1cbd669e809788c63e87d86,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,voided,2019-01-13,null,paid_at_no_pagado; 
c634d6645c736723a2952e926c70997fcf538f17,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,voided,2019-03-16,null,paid_at_no_pagado; 
81ce6ea4010effd5a217c29f8d867f2e8abd1132,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,142.34,voided,2019-02-10,null,paid_at_no_pagado; 
166c2e3024764eb6a693f0c1c7e62a6379f8a8ab,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,pending_payment,2019-02-15,null,paid_at_no_pagado; 
ef991564537154b1d9f3f4b4bc2c81df4b363e97,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,voided,2019-01-21,null,paid_at_no_pagado; 
48cd5c8ed3ae88879a1d120930839a54ea35c4af,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,44.54,voided,2019-05-16,null,paid_at_no_pagado; 
bd784884e2b7a35bd162d4722eb14a3dcb58e682,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,pending_payment,2019-04-11,null,paid_at_no_pagado; 
05fba79f18e29947667ef8cfa43ea1169b0a96a5,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,pending_payment,2019-02-09,null,paid_at_no_pagado; 
c334ab0f9ae8cfbfdc68f3749039ac1bee523bad,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,pending_payment,2019-04-30,null,paid_at_no_pagado; 
